N,annee,etape,ville_depart,ville_arrivee,dep_lat,dep_lon,arr_lat,arr_lon,etape__distance,km_cum_dist,dep_adr,arr_adr,etape__vainqueur,etape__leader,vitesse,distance,partants,arrivants
1759,1995,8,HUY,SERAING,50.51872,5.23967,50.58388,5.49963,203,360700,"Huy, Belgium","Seraing, Belgium",Miguel Indurain,Miguel Indurain,,,,
1760,1995,9,LE GRAND BORNAND,LA PLAGNE,45.94203,6.42670,45.50824,6.67655,54,360754,"74450 Le Grand-Bornand, France","La Plagne, 73210 MÃḃcot-la-Plagne, France",Alex Zulle,Miguel Indurain,,,,
1761,1995,10,LA PLAGNE,Alpe d'Huez,45.50824,6.67655,45.09091,6.06477,160,360914,"La Plagne, 73210 MÃḃcot-la-Plagne, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Marco Pantani,Miguel Indurain,,,,
1762,1995,11,BOUR D OISANS,ST.ETIENNE,45.05195,6.03006,45.43970,4.38718,162.5,361076.5,"38520 Le Bourg-d'Oisans, France","Saint-Ãtienne, France",Maximilian Sciandri,Miguel Indurain,,,,
1763,1995,12,ST.ETIENNE,MENDE,45.43970,4.38718,44.51761,3.50187,199,361275.5,"Saint-Ãtienne, France","48000 Mende, France",Laurent Jalabert,Miguel Indurain,,,,
1764,1995,13,MENDE,REVEL,44.51761,3.50187,43.45861,2.00457,222.5,361498,"48000 Mende, France","Revel, France",Sergey Outschakov,Miguel Indurain,,,,
1765,1995,14,SAINT ORENS DE GAMEVILLE,GUZET NEIGE,43.55188,1.53388,42.77937,1.30081,245,361743,"Saint-Orens-de-Gameville, France","Bureau des remontÃ©es mÃ©caniques, 09140 Ustou, France",Marco Pantani,Miguel Indurain,,,,
1766,1995,15,SAINT GIRONS,CAUTERETS,42.98288,1.14609,42.88905,-0.11425,164,361907,"09200 Saint-Girons, France","65110 Cauterets, France",Richard Virenque,Miguel Indurain,,,,
1767,1995,16,TARBES,PAU,43.23295,0.07808,43.29510,-0.37080,206,362113,"Tarbes, France","64000 Pau, France",Andrea Peron,Miguel Indurain,,,,
1768,1995,17,PAU,BORDEAUX,43.29510,-0.37080,44.83779,-0.57918,237,362350,"64000 Pau, France","Bordeaux, France",Erik Zabel,Miguel Indurain,,,,
1769,1995,18,MONTPON MENESTEROL,LIMOGES,45.00927,0.16200,45.83362,1.26111,246,362596,"24700 Montpon-MÃ©nestÃ©rol, France","Limoges, France",Lance Armstrong,Miguel Indurain,,,,
1770,1995,19,LAC DE VASSIVIERE,LAC DE VASSIVIERE,45.79722,1.87917,45.79722,1.87917,166.5,362762.5,"Lac de VassiviÃẀre, 87120 Beaumont-du-Lac, France","Lac de VassiviÃẀre, 87120 Beaumont-du-Lac, France",Miguel Indurain,Miguel Indurain,,,,
1771,1995,20,SAINTE GENEVIEVE DES BOIS,PARIS,48.64084,2.32592,48.85661,2.35222,47,362809.5,"91700 Sainte-GeneviÃẀve-des-Bois, France","Paris, France",Djamolidin Abdoujaparov,Miguel Indurain,,,,
1772,1996,0,ST HERTOGENBOSCH,ST HERTOGENBOSCH,51.68333,5.30000,51.68333,5.30000,139.5,362949,NA,NA,Alex Zulle,Alex Zulle,39.227,3765,198,129
1773,1996,1,ST HERTOGENBOSCH,ST HERTOGENBOSCH,51.68333,5.30000,51.68333,5.30000,9.4,362958.4,NA,NA,Frederic Moncassin,Alex Zulle,,,,
1774,1996,2,ST HERTOGENBOSCH,WASQUEHAL,51.68333,5.30000,50.66928,3.13078,209,363167.4,NA,"Wasquehal, France",Mario Cipollini,Alex Zulle,,,,
1775,1996,3,TOURCOING,NOGENT SUR OISE,50.72499,3.16207,49.27895,2.46469,247.5,363414.9,"59200 Tourcoing, France","Nogent-sur-Oise, France",Erik Zabel,Frederic Moncassin,,,,
1776,1996,4,SOISSONS,LAC DE MADINE,49.37664,3.32342,48.92162,5.73618,195,363609.9,"02200 Soissons, France","Lac de Madine, France",Cyril Saugrain,Stephane Heulot,,,,
1777,1996,5,LAC DE MADINE,BESANCON,48.92162,5.73618,47.23783,6.02405,232,363841.9,"Lac de Madine, France","25000 BesanÃ§on, France",Jeroen Blijlevens,Stephane Heulot,,,,
1778,1996,6,ARC ET SENANS,AIX LES BAINS,47.03318,5.77763,45.69234,5.90900,242,364083.9,"Grande Rue, 25610 Arc-et-Senans, France","Aix-les-Bains, France",Michael Boogerd,Stephane Heulot,,,,
1779,1996,7,CHAMBERY,LES ARCS,45.56460,5.91778,45.57223,6.82964,207,364290.9,"73000 ChambÃ©ry, France","73700 Bourg-Saint-Maurice, France",Luc Leblanc,Eugeni Berzin,,,,
1780,1996,8,BOURG SAINT MAURICE,VAL D'ISERE,45.61860,6.76955,45.44803,6.98023,199,364489.9,"73700 Bourg-Saint-Maurice, France","73150 Val-d'IsÃẀre, France",Eugeni Berzin,Eugeni Berzin,,,,
1781,1996,9,MONETIER LES BAINS,SESTRIERES,44.97625,6.50784,44.95785,6.87909,305,364794.9,"Le MonÃẂtier-les-Bains, France","10058 Sestriere TO, Italy",Bjarne Rijs,Bjarne Rijs,,,,
1782,1996,10,TURIN,GAP,45.07031,7.68686,44.55964,6.07976,46,364840.9,"Turin, Metropolitan City of Turin, Italy","05000 Gap, France",Erik Zabel,Bjarne Rijs,,,,
1783,1996,11,GAP,VALENCE,44.55964,6.07976,44.93339,4.89236,208.5,365049.4,"05000 Gap, France","26000 Valence, France",J.j.chepe Gonzalez,Bjarne Rijs,,,,
1784,1996,12,VALENCE,LE PUY EN VELAY,44.93339,4.89236,45.04277,3.88294,202,365251.4,"26000 Valence, France","43000 Le Puy, France",Pascal Richard,Bjarne Rijs,,,,
1785,1996,13,LE PUY EN VELAY,SUPERBESSE SANCY,45.04277,3.88294,45.52839,2.81393,143.5,365394.9,"43000 Le Puy, France","Puy de Sancy, 63680 Le Mont-Dore, France",Rolf Sorensen,Bjarne Rijs,,,,
1786,1996,14,BESSE,TULLE,45.09652,2.35108,45.26565,1.77170,177,365571.9,"15140 Besse, France","19000 Tulle, France",Djamolidin Abdoujaparov,Bjarne Rijs,,,,
1787,1996,15,BRIVE,VILLENEUVE SUR LOT,45.15956,1.53394,44.40821,0.70726,186.5,365758.4,"19100 Brive-la-Gaillarde, France","47300 Villeneuve-sur-Lot, France",Massimo Podenzana,Bjarne Rijs,,,,
1788,1996,16,AGEN,HAUTACAM,44.20314,0.61636,42.97215,-0.00747,176,365934.4,"Agen, France","STEM Hautacam, 65400 Beaucens, France",Bjarne Rijs,Bjarne Rijs,,,,
1789,1996,17,ARGELES GAZOST,PAMPLONA,43.00503,-0.10109,42.81253,-1.64577,199,366133.4,"65400 ArgelÃẀs-Gazost, France","Pamplona, Navarre, Spain",Laurent Dufaux,Bjarne Rijs,,,,
1790,1996,18,PAMPLONA,HENDAIA,42.81253,-1.64577,43.35940,-1.76615,262,366395.4,"Pamplona, Navarre, Spain","Hendaye, France",Bart Voskamp,Bjarne Rijs,,,,
1791,1996,19,HENDAIA,BORDEAUX,43.35940,-1.76615,44.83779,-0.57918,154.5,366549.9,"Hendaye, France","Bordeaux, France",Frederic Moncassin,Bjarne Rijs,,,,
1792,1996,20,BORDEAUX,SAINT EMILION,44.83779,-0.57918,44.89439,-0.15573,226.5,366776.4,"Bordeaux, France","Saint-Ãmilion, France",Jan Ullrich,Bjarne Rijs,,,,
1793,1996,21,PALAISEAU,PARIS,48.71451,2.24575,48.85661,2.35222,63.5,366839.9,"91120 Palaiseau, France","Paris, France",Fabio Baldato,Bjarne Rijs,,,,
1794,1997,0,ROUEN,ROUEN,49.44323,1.09997,49.44323,1.09997,149.5,366989.4,"Rouen, France","Rouen, France",Chris Boardman,Chris Boardman,39.237,3950,198,129
1795,1997,1,ROUEN,FORGES LES EAUX,49.44323,1.09997,49.61331,1.54589,7.3,366996.7,"Rouen, France","76440 Forges-les-Eaux, France",Mario Cipollini,Mario Cipollini,,,,
1796,1997,2,SAINT VALERY EN CAUX,VIRE,49.86058,0.70856,48.83778,-0.88848,192,367188.7,"76460 Saint-Valery-en-Caux, France","14500 Vire, France",Mario Cipollini,Mario Cipollini,,,,
1797,1997,3,VIRE,PLUMELEC,48.83778,-0.88848,47.83770,-2.63941,262,367450.7,"14500 Vire, France","56420 Plumelec, France",Erik Zabel,Mario Cipollini,,,,
1798,1997,4,PLUMELEC,LE PUY DU FOU,47.83770,-2.63941,46.88960,-0.92812,224,367674.7,"56420 Plumelec, France","85590 Les Epesses, France",Nicola Minali,Mario Cipollini,,,,
1799,1997,5,CHANTONNAY,LA CHATRE,46.68708,-1.05018,46.58183,1.98617,223,367897.7,"85110 Chantonnay, France","36400 La ChÃḃtre, France",Cedric Vasseur,Cedric Vasseur,,,,
1800,1997,6,LE BLANC,MARENNES,46.63324,1.06429,45.82375,-1.10400,261.5,368159.2,"36300 Le Blanc, France","17320 Marennes, France",Jeroen Blijlevens,Cedric Vasseur,,,,
1801,1997,7,MARENNES,BORDEAUX,45.82375,-1.10400,44.83779,-0.57918,251.5,368410.7,"17320 Marennes, France","Bordeaux, France",Erik Zabel,Cedric Vasseur,,,,
1802,1997,8,SAUTERNES,PAU,44.53103,-0.34327,43.29510,-0.37080,194,368604.7,"33210 Sauternes, France","64000 Pau, France",Erik Zabel,Cedric Vasseur,,,,
1803,1997,9,PAU,LOUDENVIELLE,43.29510,-0.37080,42.79570,0.41274,161.5,368766.2,"64000 Pau, France","65510 Loudenvielle, France",Laurent Brochard,Cedric Vasseur,,,,
1804,1997,10,LUCHON,ARCALIS,42.78896,0.59294,42.35399,1.08406,182,368948.2,"31110 BagnÃẀres-de-Luchon, France","25593 ArcalÃ­s, Lleida, Spain",Jan Ullrich,Jan Ullrich,,,,
1805,1997,11,ANDORRA,PERPIGNAN,42.61441,2.09729,42.68866,2.89483,252.5,369200.7,"Andorra, 66210 FormiguÃẀres, France","Perpignan, France",Laurent Desbiens,Jan Ullrich,,,,
1806,1997,12,ST.ETIENNE,ST.ETIENNE,45.43970,4.38718,45.43970,4.38718,192,369392.7,"Saint-Ãtienne, France","Saint-Ãtienne, France",Jan Ullrich,Jan Ullrich,,,,
1807,1997,13,ST.ETIENNE,Alpe d'Huez,45.43970,4.38718,45.09091,6.06477,55,369447.7,"Saint-Ãtienne, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Marco Pantani,Jan Ullrich,,,,
1808,1997,14,LE BOURG D'OISANS,COURCHEVEL,45.05195,6.03006,45.41466,6.63469,203.5,369651.2,"38520 Le Bourg-d'Oisans, France","73120 Saint-Bon-Tarentaise, France",Richard Virenque,Jan Ullrich,,,,
1809,1997,15,COURCHEVEL,MORZINE,45.41466,6.63469,46.17919,6.70888,148,369799.2,"73120 Saint-Bon-Tarentaise, France","74110 Morzine, France",Marco Pantani,Jan Ullrich,,,,
1810,1997,16,MORZINE,FRIBOURG,46.17919,6.70888,48.76713,6.85951,208.5,370007.7,"74110 Morzine, France","57810 Fribourg, France",Cristophe Mengin,Jan Ullrich,,,,
1811,1997,17,FREIBURG,COLMAR,47.99901,7.84210,48.07936,7.35851,181,370188.7,"Freiburg, Germany","68000 Colmar, France",Neil Stephens,Jan Ullrich,,,,
1812,1997,18,COLMAR,MONTBELIARD,48.07936,7.35851,47.51036,6.79847,218.5,370407.2,"68000 Colmar, France","25200 MontbÃ©liard, France",Didier Rous,Jan Ullrich,,,,
1813,1997,19,MONTBELIARD,DIJON,47.51036,6.79847,47.32205,5.04148,175.5,370582.7,"25200 MontbÃ©liard, France","21000 Dijon, France",Mario Traversoni,Jan Ullrich,,,,
1814,1997,20,EURODISNEY,EURODISNEY,48.87223,2.77581,48.87223,2.77581,172,370754.7,"77777 Marne-la-VallÃ©e, France","77777 Marne-la-VallÃ©e, France",Abrahan Olano,Jan Ullrich,,,,
1815,1997,21,EURODISNEY,PARIS,48.87223,2.77581,48.85661,2.35222,63,370817.7,"77777 Marne-la-VallÃ©e, France","Paris, France",Nicola Minali,Jan Ullrich,,,,
1816,1998,0,DUBLIN,DUBLIN,53.33822,-6.24995,53.33822,-6.24995,146.5,370964.2,"66 Fitzwilliam Ln, Dublin 2, D02 HP38, Ireland","66 Fitzwilliam Ln, Dublin 2, D02 HP38, Ireland",Chris Boardman,Chris Boardman,39.983,3875,189,96
1817,1998,1,DUBLIN,DUBLIN,53.33822,-6.24995,53.33822,-6.24995,5.6,370969.8,"66 Fitzwilliam Ln, Dublin 2, D02 HP38, Ireland","66 Fitzwilliam Ln, Dublin 2, D02 HP38, Ireland",Tom Steels,Chris Boardman,,,,
1818,1998,2,ENNISCORTHY,CORK,52.50210,-6.56590,51.89524,-8.47714,180.5,371150.3,NA,"French's Quay, Cork, Ireland",Jan Svorada,Erik Zabel,,,,
1819,1998,3,ROSCOFF,LORIENT,48.72620,-3.98533,47.74825,-3.37024,205.5,371355.8,"29680 Roscoff, France","56100 Lorient, France",Jens Heppner,Bo Hamburger,,,,
1820,1998,4,PLOUAY,CHOLET,47.91514,-3.33457,47.05941,-0.87979,169,371524.8,"56240 Plouay, France","49300 Cholet, France",Jeroen Blijlevens,Stuart O Grady,,,,
1821,1998,5,CHOLET,CHATEAUROUX,47.05941,-0.87979,46.81143,1.68678,252,371776.8,"49300 Cholet, France","36000 ChÃḃteauroux, France",Mario Cipollini,Stuart O Grady,,,,
1822,1998,6,LA CHATRE,BRIVE LA GAILLARDE,46.58183,1.98617,45.15956,1.53394,228.5,372005.3,"36400 La ChÃḃtre, France","19100 Brive-la-Gaillarde, France",Mario Cipollini,Stuart O Grady,,,,
1823,1998,7,MEYRIGNAC,CORREZE,45.39907,1.85459,45.43201,2.01959,204.5,372209.8,"19800 Meyrignac-l'Ãglise, France","Correze, France",Jan Ullrich,Jan Ullrich,,,,
1824,1998,8,BRIVE LA GAILLARDE,MONTAUBAN,45.15956,1.53394,44.02213,1.35296,58,372267.8,"19100 Brive-la-Gaillarde, France","82000 Montauban, France",Jacky Durand,Laurent Desbiens,,,,
1825,1998,9,MONTAUBAN,PAU,44.02213,1.35296,43.29510,-0.37080,190.5,372458.3,"82000 Montauban, France","64000 Pau, France",Bon Leon Van,Laurent Desbiens,,,,
1826,1998,10,PAU,LUCHON,43.29510,-0.37080,42.78896,0.59294,210,372668.3,"64000 Pau, France","31110 BagnÃẀres-de-Luchon, France",Rodolfo Massi,Jan Ullrich,,,,
1827,1998,11,LUCHON,PLATEAU DE BEILLE,42.78896,0.59294,42.72472,1.69118,196.5,372864.8,"31110 BagnÃẀres-de-Luchon, France","Plateau de Beille, 09310 Les Cabannes, France",Marco Pantani,Jan Ullrich,,,,
1828,1998,12,TARASCON SUR ARIEGE,LE CAP D'AGDE,42.84852,1.60482,43.28074,3.50540,170,373034.8,"09400 Tarascon-sur-AriÃẀge, France","Cap d'Agde, 34300 Agde, France",Tom Steels,Jan Ullrich,,,,
1829,1998,13,FRONTIGNAN LA PEYRADE,CARPENTRAS,43.42701,3.72675,44.05556,5.04872,206,373240.8,"La Peyrade, 34110 Frontignan, France","Carpentras, France",Daniele Nardello,Jan Ullrich,,,,
1830,1998,14,VALREAS,GRENOBLE,44.38372,4.98919,45.18853,5.72452,196.2,373437,"84600 ValrÃ©as, France","Grenoble, France",Stuart O Grady,Jan Ullrich,,,,
1831,1998,15,GRENOBLE,LES DEUX ALPES,45.18853,5.72452,45.01763,6.12487,186.5,373623.5,"Grenoble, France","Les Deux Alpes, 38860 Mont-de-Lans, France",Marco Pantani,Marco Pantani,,,,
1832,1998,16,VIZILLE,ALBERTVILLE,45.07732,5.77241,45.67554,6.39273,189,373812.5,"38220 Vizille, France","73200 Albertville, France",Jan Ullrich,Marco Pantani,,,,
1833,1998,17,ALBERTVILLE,AIX LES BAINS,45.67554,6.39273,45.69234,5.90900,204,374016.5,"73200 Albertville, France","Aix-les-Bains, France",Etape neutralisée,Marco Pantani,,,,
1834,1998,18,AIX LES BAINS,NEUCHATEL,45.69234,5.90900,46.98999,6.92927,149,374165.5,"Aix-les-Bains, France","NeuchÃḃtel, Switzerland",Tom Steels,Marco Pantani,,,,
1835,1998,19,LA CHUX DE FONDS,AUTUN,47.10349,6.83278,46.95091,4.30157,218.5,374384,"La Chaux-de-Fonds, Switzerland","71400 Autun, France",Magnus Bäckstedt,Marco Pantani,,,,
1836,1998,20,MONTCEAU LES MINES,LE CREUSOT,46.67413,4.36298,46.80535,4.42780,242,374626,"71300 Montceau-les-Mines, France","71200 Le Creusot, France",Jan Ullrich,Marco Pantani,,,,
1837,1998,21,MEDUN,PARIS,48.81300,2.23847,48.85661,2.35222,52,374678,"Meudon, France","Paris, France",Tom Steels,Marco Pantani,,,,
1838,1999,1,LE PUY DU FOU,LE PUY DU FOU,46.88960,-0.92812,46.88960,-0.92812,6.8,374684.8,"85590 Les Epesses, France","85590 Les Epesses, France",Lance Armstrong,Lance Armstrong,40.276,3870,189,141
1839,1999,2,MONTAIGU,CHALLANS,46.97435,-1.31378,46.84483,-1.88041,208,374892.8,"85600 Montaigu, France","85300 Challans, France",Jann Kirsipuu,Lance Armstrong,,,,
1840,1999,3,CHALLANS,SAINT NAZAIRE,46.84483,-1.88041,47.27350,-2.21385,176,375068.8,"85300 Challans, France","44600 Saint-Nazaire, France",Tom Steels,Jann Kirsipuu,,,,
1841,1999,4,NANTES,LAVAL,47.21837,-1.55362,48.07851,-0.76699,194.5,375263.3,"Nantes, France","53000 Laval, France",Tom Steels,Jann Kirsipuu,,,,
1842,1999,5,LAVAL,BLOIS,48.07851,-0.76699,47.58609,1.33595,195.5,375458.8,"53000 Laval, France","41000 Blois, France",Mario Cipollini,Jann Kirsipuu,,,,
1843,1999,6,Bonneval,AMIENS,48.18145,1.38529,49.89407,2.29575,223.5,375682.3,"28800 Bonneval, France","Amiens, France",Mario Cipollini,Jann Kirsipuu,,,,
1844,1999,7,AMIENS,MAUBEUGE,49.89407,2.29575,50.28023,3.96740,171,375853.3,"Amiens, France","59600 Maubeuge, France",Mario Cipollini,Jann Kirsipuu,,,,
1845,1999,8,AVESNES SUR HELPE,THIONVILLE,50.12359,3.92686,49.35757,6.16843,227,376080.3,"59440 Avesnes-sur-Helpe, France","57100 Thionville, France",Mario Cipollini,Jann Kirsipuu,,,,
1846,1999,9,METZ,METZ,49.11931,6.17572,49.11931,6.17572,56.5,376136.8,"Metz, France","Metz, France",Lance Armstrong,Lance Armstrong,,,,
1847,1999,10,LE GRAND BORNAND,SESTRIERES,45.94203,6.42670,44.95785,6.87909,213.5,376350.3,"74450 Le Grand-Bornand, France","10058 Sestriere TO, Italy",Lance Armstrong,Lance Armstrong,,,,
1848,1999,11,SESTRIERES,Alpe d'Huez,44.95785,6.87909,45.09091,6.06477,200.5,376550.8,"10058 Sestriere TO, Italy","51 Route de la Poste, 38750 Alpe d'Huez, France",Giuseppe Guerini,Lance Armstrong,,,,
1849,1999,12,LE BOURG D'OISANS,ST.ETIENNE,45.05195,6.03006,45.43970,4.38718,198.5,376749.3,"38520 Le Bourg-d'Oisans, France","Saint-Ãtienne, France",Ludo Dierckxens,Lance Armstrong,,,,
1850,1999,13,SAINT GALMIER,SAINT FLOUR,45.59032,4.31839,45.03303,3.09486,201.5,376950.8,"42330 Saint-Galmier, France","15100 Saint-Flour, France",David Etxebarria,Lance Armstrong,,,,
1851,1999,14,SAINT FLOUR,ALBI,45.03303,3.09486,43.92509,2.14864,236.5,377187.3,"15100 Saint-Flour, France","81000 Albi, France",Salvatore Commesso,Lance Armstrong,,,,
1852,1999,15,CASTRES,SAINT GAUDENS,43.60621,2.24130,43.10690,0.72376,199,377386.3,"81100 Castres, France","31800 Saint-Gaudens, France",Dimitri Konyshev,Lance Armstrong,,,,
1853,1999,16,SAINT GAUDENS,PIAU ENGALY,43.10690,0.72376,42.78366,0.15889,173,377559.3,"31800 Saint-Gaudens, France","Station Piau Engaly, 65170 Aragnouet, France",Fernando Escartin,Lance Armstrong,,,,
1854,1999,17,LANNEMEZAN,PAU,43.12552,0.38396,43.29510,-0.37080,192,377751.3,"65300 Lannemezan, France","64000 Pau, France",David Etxebarria,Lance Armstrong,,,,
1855,1999,18,MOURENX,BORDEAUX,43.36826,-0.62055,44.83779,-0.57918,200,377951.3,"64150 Mourenx, France","Bordeaux, France",Tom Steels,Lance Armstrong,,,,
1856,1999,19,JONZAC,FUTUROSCOPE,45.44537,-0.43106,46.66986,0.36976,187,378138.3,"17500 Jonzac, France","Avenue RenÃ© Monory, 86360 Chasseneuil-du-Poitou, France",Gianpaolo Mondini,Lance Armstrong,,,,
1857,1999,20,FUTUROSCOPE,FUTUROSCOPE,46.66986,0.36976,46.66986,0.36976,57,378195.3,"Avenue RenÃ© Monory, 86360 Chasseneuil-du-Poitou, France","Avenue RenÃ© Monory, 86360 Chasseneuil-du-Poitou, France",Lance Armstrong,Lance Armstrong,,,,
1858,1999,21,ARPAJON,PARIS,48.58917,2.24624,48.85661,2.35222,143.5,378338.8,"91290 Arpajon, France","Paris, France",Robert Mcewen,Lance Armstrong,,,,
1859,2000,1,FUTUROSCOPE,FUTUROSCOPE,46.66986,0.36976,46.66986,0.36976,16.5,378355.3,"Avenue RenÃ© Monory, 86360 Chasseneuil-du-Poitou, France","Avenue RenÃ© Monory, 86360 Chasseneuil-du-Poitou, France",David Millar,David Millar,39.569,3662,180,127
1860,2000,2,FUTUROSCOPE,LOUDUN,46.66986,0.36976,47.00897,0.08318,194,378549.3,"Avenue RenÃ© Monory, 86360 Chasseneuil-du-Poitou, France","86200 Loudun, France",Tom Steels,David Millar,,,,
1861,2000,3,LOUDUN,NANTES,47.00897,0.08318,47.21837,-1.55362,161.5,378710.8,"86200 Loudun, France","Nantes, France",Tom Steels,David Millar,,,,
1862,2000,4,NANTES,SAINT NAZAIRE,47.21837,-1.55362,47.27350,-2.21385,70,378780.8,"Nantes, France","44600 Saint-Nazaire, France",ONCE,Laurent Jalabert,,,,
1863,2000,5,VANNES,VITRE,47.65824,-2.76085,48.12475,-1.21543,202,378982.8,"Vannes, France","35500 VitrÃ©, France",Marcel Wust,Laurent Jalabert,,,,
1864,2000,6,VITRE,TOURS,48.12475,-1.21543,47.39414,0.68484,198.5,379181.3,"35500 VitrÃ©, France","Tours, France",Bon Leon Van,Alberto Elli,,,,
1865,2000,7,TOURS,LIMOGES,47.39414,0.68484,45.83362,1.26111,205.5,379386.8,"Tours, France","Limoges, France",Christophe Agnolutto,Alberto Elli,,,,
1866,2000,8,LIMOGES,VILLENEUVE-SUR-LOT,45.83362,1.26111,44.40821,0.70726,203.5,379590.3,"Limoges, France","47300 Villeneuve-sur-Lot, France",Erik Dekker,Alberto Elli,,,,
1867,2000,9,AGEN,DAX,44.20314,0.61636,43.70861,-1.05195,181,379771.3,"Agen, France","40100 Dax, France",Paolo Bettini,Alberto Elli,,,,
1868,2000,10,DAX,HAUTACAM,43.70861,-1.05195,42.97215,-0.00747,205,379976.3,"40100 Dax, France","STEM Hautacam, 65400 Beaucens, France",Javier Ochoa,Lance Armstrong,,,,
1869,2000,11,BAGNERES DE BIGORRE,REVEL,43.06509,0.14910,43.45861,2.00457,218.5,380194.8,"65200 BagnÃẀres-de-Bigorre, France","Revel, France",Erik Dekker,Lance Armstrong,,,,
1870,2000,12,CARPENTRAS,MONT VENTOUX,44.05556,5.04872,44.17409,5.27868,149,380343.8,"Carpentras, France","Mt Ventoux, 84390 Brantes, France",Marco Pantani,Lance Armstrong,,,,
1871,2000,13,AVIGNON,Draguignan,43.94932,4.80553,43.53773,6.46499,185.5,380529.3,"Avignon, France","83300 Draguignan, France",Acosta Chente Garcia,Lance Armstrong,,,,
1872,2000,14,Draguignan,BRIANCON,43.53773,6.46499,44.89942,6.64318,249,380778.3,"83300 Draguignan, France","05100 BrianÃ§on, France",Santiago Botero,Lance Armstrong,,,,
1873,2000,15,BRIANCON,COURCHEVEL,44.89942,6.64318,45.41466,6.63469,173.5,380951.8,"05100 BrianÃ§on, France","73120 Saint-Bon-Tarentaise, France",Marco Pantani,Lance Armstrong,,,,
1874,2000,16,COURCHEVEL,MORZINE,45.41466,6.63469,46.17919,6.70888,196,381147.8,"73120 Saint-Bon-Tarentaise, France","74110 Morzine, France",Richard Virenque,Lance Armstrong,,,,
1875,2000,17,EVIAN-LES-BAINS,LAUSANNE,46.40149,6.59095,46.51965,6.63227,155,381302.8,"74500 Ãvian-les-Bains, France","Lausanne, Switzerland",Erik Dekker,Lance Armstrong,,,,
1876,2000,18,LAUSANNE,FRIBOURG-EN-BRISGAU,46.51965,6.63227,47.99901,7.84210,246.5,381549.3,"Lausanne, Switzerland","Freiburg, Germany",Salvatore Commesso,Lance Armstrong,,,,
1877,2000,19,FRIBOURG-EN-BRISGAU,MULHOSE,47.99901,7.84210,47.75084,7.33589,58.5,381607.8,"Freiburg, Germany","Mulhouse, France",Lance Armstrong,Lance Armstrong,,,,
1878,2000,20,BELFORT,TROYES,47.63967,6.86385,48.29735,4.07440,254.5,381862.3,"Belfort, France","10000 Troyes, France",Erik Zabel,Lance Armstrong,,,,
1879,2000,21,PARIS,PARIS,48.85661,2.35222,48.85661,2.35222,138,382000.3,"Paris, France","Paris, France",Stephano Zanini,Lance Armstrong,,,,
1880,2001,0,DUNKERQUE,DUNKERQUE,51.03437,2.37678,51.03437,2.37678,160.5,382160.8,"Dunkirk, France","Dunkirk, France",Christophe Moreau,Christophe Moreau,40.07,3458,189,144
1881,2001,1,SAINT OMER,BOULOGNE SUR MER,50.75012,2.25221,50.72523,1.61333,8.2,382169,"Saint-Omer, France","62200 Boulogne-sur-Mer, France",Erik Zabel,Christophe Moreau,,,,
1882,2001,2,CALAIS,AMBERES,50.95129,1.85869,51.19578,4.40201,194.5,382363.5,"Calais, France","Antwerp, 2018 Antwerp, Belgium",Marc Wauters,Marc Wauters,,,,
1883,2001,3,AMBERES,SERAING,51.19578,4.40201,50.58388,5.49963,218.5,382582,"Antwerp, 2018 Antwerp, Belgium","Seraing, Belgium",Erik Zabel,Stuart O Grady,,,,
1884,2001,4,HUY,VERDUN,50.51872,5.23967,49.15988,5.38442,198.5,382780.5,"Huy, Belgium","55100 Verdun, France",Laurent Jalabert,Stuart O Grady,,,,
1885,2001,5,VERDUN,BAR LE DUC,49.15988,5.38442,48.77361,5.15824,215,382995.5,"55100 Verdun, France","55000 Bar-le-Duc, France",CREDIT AGRICOLE,Stuart O Grady,,,,
1886,2001,6,COMMERCY,STRASBURG,48.76380,5.59235,48.57341,7.75211,67,383062.5,"55200 Commercy, France","Strasbourg, France",Jann Kirsipuu,Stuart O Grady,,,,
1887,2001,7,STRASBURG,COLMAR,48.57341,7.75211,48.07936,7.35851,211.5,383274,"Strasbourg, France","68000 Colmar, France",Laurent Jalabert,Jens Voigt,,,,
1888,2001,8,COLMAR,PONTARLIER,48.07936,7.35851,46.90410,6.35424,162.5,383436.5,"68000 Colmar, France","25300 Pontarlier, France",Erik Dekker,Stuart O Grady,,,,
1889,2001,9,PONTARLIER,AIX LES BAINS,46.90410,6.35424,45.69234,5.90900,222.5,383659,"25300 Pontarlier, France","Aix-les-Bains, France",Serguei Ivanov,Stuart O Grady,,,,
1890,2001,10,AIX LES BAINS,Alpe d'Huez,45.69234,5.90900,45.09091,6.06477,185,383844,"Aix-les-Bains, France","51 Route de la Poste, 38750 Alpe d'Huez, France",Lance Armstrong,Fracois Simon,,,,
1891,2001,11,GRENOBLE,CHAMROUSSE,45.18853,5.72452,45.12533,5.87868,209,384053,"Grenoble, France","42 Place de Belledonne, 38410 Chamrousse, France",Lance Armstrong,Fracois Simon,,,,
1892,2001,12,PERPIGNAN,PLATEAU DE BONASCRE,42.68866,2.89483,42.70206,1.81489,32,384085,"Perpignan, France","Plateau de Bonascre, 09110 Ax-les-Thermes, France",Felix Cardenas,Fracois Simon,,,,
